13,12,27,6,18
33,19,42,5,38
40,41,31,9,15
15,38,12,13,44
28,16,10,31,41
42,16,8,36,20
6,5,12,24,2
37,36,24,20,44
24,9,16,30,13
7,2,14,13,40
22,18,48,3,0
43,0,48,18,46
35,49,39,34,13
46,37,40,13,7
20,28,27,34,13
24,17,6,19,45
17,35,44,2,34
12,2,43,38,10
45,28,7,32,8
24,15,37,13,34
14,25,18,35,19
32,2,37,15,39
40,35,9,36,8
35,23,46,38,42
23,26,35,4,18
30,33,23,42,22
48,35,16,40,8
16,39,35,36,42
9,37,15,42,18
12,46,5,39,15
22,34,12,33,18
16,38,4,6,30
41,6,3,38,48
20,19,6,18,26
20,23,26,7,42
41,43,49,30,12
25,4,26,39,30
13,44,34,30,37
4,41,19,27,36
27,45,43,41,28
6,15,48,20,32
31,17,44,32,49
9,32,15,41,8
5,40,4,17,28
36,22,15,39,38
33,38,39,37,40
46,4,40,27,14
18,30,8,3,45
40,25,35,34,15
5,13,36,38,33
0,4,9,37,43
23,5,49,22,28
41,48,39,49,43
5,22,3,33,9
13,34,45,48,0
7,18,32,13,14
39,2,16,25,15
8,13,30,12,5
33,2,25,27,7
4,9,42,2,48
27,2,26,48,8
0,4,8,40,12
24,17,9,40,45
30,44,20,28,23
40,36,16,5,37
13,0,20,49,4
24,36,9,27,2
33,26,28,31,22
30,16,43,3,6
33,37,18,0,20
49,45,33,8,13
40,7,6,14,10
19,27,12,0,7
16,45,17,26,38
1,43,47,16,11
29,34,25,48,3
48,37,11,21,44
19,16,47,31,13
29,25,13,27,11
20,18,1,9,10
43,47,1,11,19
21,7,29,47,40
21,29,1,28,20
14,1,32,21,6
21,47,40,29,34
44,29,21,1,31
1,48,35,10,21
48,11,40,47,1
26,1,28,29,21
39,18,20,10,47
29,21,1,12,8
28,47,29,11,20
47,21,11,19,24
31,47,17,1,29
29,6,25,7,20
21,49,11,1,12
27,1,29,4,35
47,49,8,21,1
47,42,9,32,29
1,21,29,11,10
23,11,21,25,45
49,18,11,21,44
14,1,46,29,17
13,21,47,30,22
21,5,47,29,0
34,29,1,4,21
47,13,21,11,1
20,11,47,29,21
11,21,37,26,19
1,46,29,43,11
47,31,34,19,40
1,47,11,21,10
47,49,28,21,16
1,21,26,47,18
29,36,11,1,40
17,12,30,11,47
22,39,47,26,42
31,27,21,5,10
1,47,21,8,14
1,29,0,21,14
29,21,1,49,23
16,47,1,42,35
40,47,22,21,29
31,36,11,42,34
47,36,1,29,14
21,11,36,44,30
1,27,2,37,6
42,47,21,1,22
47,21,1,22,40
47,21,1,11,29
21,11,1,29,37
29,21,47,0,1
21,47,15,1,29
21,47,3,20,1
1,2,49,21,44
21,47,4,22,1
21,11,17,5,1
7,29,30,21,1
18,29,1,21,47
39,36,38,1,46
11,29,21,0,1
21,47,24,11,23
46,6,47,21,1
43,1,47,38,27
23,11,42,20,12
29,21,39,42,10
1,11,40,48,47
29,11,31,48,28
11,48,21,49,29
29,11,42,21,1
11,19,0,21,29
21,34,1,11,29
8,47,1,21,10
21,11,10,20,47
1,11,8,18,21
47,21,1,14,5
29,1,49,11,44
46,3,26,9,34
47,29,45,11,7
11,29,1,28,17
38,17,21,11,3
47,29,1,48,34
34,29,17,0,21
21,18,35,38,47
47,4,1,43,11
42,29,36,47,26
28,37,6,21,31
45,11,1,47,29
47,29,19,4,6
29,1,18,10,23
47,11,30,29,1
47,1,23,29,41
11,29,47,32,1
3,21,44,46,11
16,31,20,47,11
4,15,47,29,42
11,9,29,22,41
32,1,20,8,29
1,9,29,21,3
47,20,35,21,15
29,11,21,45,34
21,48,11,46,38
29,3,35,11,40
1,47,29,11,21
21,11,34,35,47
11,21,49,29,1
11,32,21,6,1
21,32,11,48,1
38,47,30,26,11
29,11,20,28,21
38,11,29,41,19
29,21,47,6,14
22,11,35,6,28
47,39,45,11,29
21,1,11,47,28
20,11,25,21,47
28,15,21,40,1
3,11,1,21,35
7,47,14,29,11
47,29,1,11,4
