32,7,19,48,41
41,19,34,0,49
11,33,25,9,42
0,2,48,1,19
18,49,25,36,35
15,19,49,38,45
14,4,31,11,43
32,19,43,40,25
20,34,25,2,21
21,28,9,43,49
26,28,15,29,11
48,37,8,4,41
38,8,42,21,32
3,21,37,45,31
37,25,28,3,11
5,21,18,14,48
12,19,38,7,39
9,21,17,38,36
18,41,12,9,3
20,11,9,15,31
37,43,1,34,36
5,0,46,20,28
3,20,10,33,42
12,33,31,2,0
16,20,11,26,46
48,28,2,42,12
25,19,33,5,37
26,49,45,21,39
26,14,13,49,20
5,20,47,31,34
45,32,18,37,49
17,13,33,49,42
25,1,47,42,9
13,20,48,38,15
40,26,28,8,33
29,28,40,25,12
22,8,1,36,45
41,34,40,3,1
48,25,45,28,41
2,31,36,28,49
34,20,16,28,3
11,0,26,33,28
19,39,35,4,36
29,41,20,45,21
18,10,43,8,4
4,9,12,40,15
22,9,15,6,19
3,37,35,47,46
12,3,16,35,31
22,32,33,42,48
36,42,8,48,43
6,34,21,18,13
8,5,7,13,21
8,12,47,2,5
46,10,7,11,9
35,33,15,5,3
10,2,4,21,35
41,3,1,2,9
11,38,10,20,25
12,38,9,33,31
8,14,29,12,49
6,48,2,26,7
10,2,20,13,8
0,46,5,43,38
10,18,46,42,8
2,13,45,28,1
29,21,3,31,35
13,0,4,43,35
15,25,48,34,39
20,38,42,48,9
25,41,18,7,38
10,5,41,46,26
31,13,1,38,49
10,11,22,8,36
3,26,48,27,47
24,23,10,30,27
27,24,44,6,17
47,23,24,27,26
30,49,15,42,44
44,0,24,45,23
44,14,23,10,7
30,16,20,37,27
27,30,14,29,44
25,37,23,30,0
3,44,36,30,20
30,23,4,44,13
30,44,7,20,49
44,27,30,24,29
27,44,48,47,30
30,28,14,27,44
46,6,8,41,45
40,24,20,27,46
34,14,23,26,27
22,44,24,1,23
27,4,24,30,10
27,23,26,1,40
20,24,30,49,28
33,27,23,24,30
44,31,20,30,26
30,37,18,24,5
23,11,29,30,44
24,44,39,23,45
24,19,32,22,12
30,27,44,24,37
44,10,42,45,31
24,23,44,7,27
36,23,18,44,24
24,40,31,43,44
30,44,38,22,45
27,33,30,5,47
30,24,27,16,26
27,44,47,24,23
44,24,38,13,8
11,24,9,27,23
27,30,23,24,45
12,24,23,31,30
44,40,41,27,23
47,24,23,44,7
44,36,24,33,18
30,44,10,24,26
36,44,47,23,16
29,30,48,31,20
41,33,29,0,24
44,27,24,30,42
40,27,44,43,30
27,44,37,11,23
36,2,21,24,10
42,24,18,6,0
23,49,22,44,45
24,18,27,44,12
44,27,4,29,30
42,37,23,44,30
23,30,41,27,47
27,30,24,5,16
40,23,24,14,44
3,23,16,30,19
30,35,3,44,24
24,30,46,27,23
27,21,30,44,0
24,15,23,27,36
23,44,27,14,42
44,20,37,23,22
23,30,24,44,27
24,38,27,8,44
42,44,49,24,30
23,6,47,43,36
30,8,10,27,24
27,24,15,4,14
27,24,16,26,38
47,30,44,41,24
0,44,15,30,23
37,27,6,31,24
23,24,27,29,28
30,23,24,13,36
16,10,30,27,6
23,30,46,29,41
35,24,48,27,12
44,27,12,30,43
2,30,20,24,49
24,20,23,44,31
33,27,23,37,24
23,32,44,43,24
27,23,15,24,46
44,39,23,14,45
24,30,36,44,27
23,24,44,34,46
40,44,30,6,27
23,44,28,35,24
44,6,24,40,21
44,34,30,23,29
21,27,10,44,0
35,47,14,30,28
44,27,13,24,25
39,24,23,35,27
24,23,27,31,47
44,24,12,37,4
23,35,27,24,44
24,3,31,44,34
24,30,44,17,11
23,15,7,40,3
18,30,13,27,23
23,34,30,3,44
24,44,6,18,23
44,3,24,23,27
26,44,45,34,27
28,27,12,49,6
23,10,41,24,30
2,23,44,1,42
0,19,39,27,44
48,24,10,13,44
23,35,26,44,38
27,34,4,24,44
5,39,27,8,24
27,44,24,30,23
6,44,27,22,5
24,30,13,23,27
23,30,3,27,24
27,37,9,44,23
27,44,14,29,23
44,27,3,23,24
