22,12,20,8,5
49,21,30,9,13
31,11,39,20,21
33,5,28,47,46
3,37,15,1,33
46,34,31,13,11
31,1,47,35,8
21,3,35,1,39
11,31,45,39,0
17,20,33,14,36
10,2,33,36,13
21,41,22,31,9
26,24,43,6,49
15,33,22,48,3
1,21,46,13,8
11,4,22,2,24
26,41,49,30,18
47,30,29,38,15
38,0,30,48,29
30,49,6,14,19
45,35,12,41,42
41,46,20,34,4
46,26,17,14,8
27,2,9,39,43
4,12,31,37,8
45,10,19,46,17
11,1,21,6,43
10,38,34,44,6
31,11,49,23,27
38,45,7,23,43
36,37,40,25,35
6,30,18,26,4
5,4,8,15,14
34,21,29,43,32
14,4,2,0,49
22,12,7,38,49
20,42,29,37,27
43,14,35,29,44
6,41,31,44,46
29,28,11,15,32
47,19,44,26,2
33,48,42,28,20
10,24,26,42,5
44,12,19,3,45
42,15,8,3,36
5,15,36,20,16
11,16,28,3,32
42,20,9,24,23
4,22,43,31,9
38,18,31,41,10
7,20,6,43,33
31,12,2,43,21
26,14,39,47,3
0,2,47,32,26
46,45,18,32,35
11,21,44,3,41
48,19,24,29,34
10,44,16,9,47
27,42,17,28,29
3,5,46,24,14
31,21,39,29,0
1,41,20,45,27
29,26,46,13,16
38,44,49,6,1
5,30,22,6,16
10,12,17,41,48
6,9,33,26,30
44,32,39,38,1
35,15,4,11,39
3,47,20,29,9
9,36,11,47,23
23,14,35,33,46
18,22,30,41,9
3,46,37,45,31
5,7,20,48,44
35,16,25,22,4
10,38,29,12,42
22,46,40,31,25
14,18,33,7,12
27,35,16,21,30
24,23,4,10,41
3,2,41,33,16
42,24,20,3,10
37,22,0,40,38
34,42,39,20,5
40,20,15,19,30
32,45,17,34,28
48,28,24,3,13
40,21,47,48,13
19,3,6,31,21
13,22,23,11,15
9,1,21,19,7
23,1,32,25,5
0,28,8,23,12
28,30,7,26,39
29,19,36,13,38
45,10,48,43,11
26,29,1,45,43
49,16,20,27,13
9,38,12,14,2
0,39,21,2,40
9,28,4,20,32
3,18,46,31,5
14,35,24,44,41
25,3,30,4,41
38,16,34,30,11
33,31,43,37,19
11,39,44,26,48
35,21,43,39,17
25,29,36,40,45
40,38,32,31,9
48,5,22,23,36
37,42,22,45,32
16,19,9,18,46
6,5,18,34,31
24,20,27,29,49
39,33,9,20,11
6,8,15,34,0
25,46,29,12,15
5,43,22,42,41
46,13,25,26,32
36,49,20,8,23
38,30,18,15,0
6,36,48,33,2
33,46,5,26,47
3,31,35,15,34
28,36,31,29,7
12,10,19,16,2
10,21,44,40,24
28,7,40,6,38
10,37,12,30,28
25,27,4,39,38
7,27,35,18,45
38,9,16,4,5
43,2,22,25,6
20,19,10,33,0
36,4,38,5,43
1,22,8,17,23
45,12,29,1,9
11,7,45,41,21
34,29,17,0,27
18,49,40,38,10
39,32,28,49,27
42,25,20,13,1
44,6,20,37,31
9,23,14,29,32
27,1,21,14,10
29,21,19,34,42
49,5,13,25,14
34,22,35,17,11
16,28,11,14,47
6,20,0,8,43
38,7,24,48,8
37,34,35,44,1
22,4,32,45,28
36,49,2,1,7
35,18,22,43,11
35,0,1,28,33
35,1,9,21,41
37,5,47,3,6
36,47,3,13,23
40,17,43,15,37
2,45,8,47,14
12,0,16,22,7
33,2,14,20,10
44,5,28,23,39
31,11,35,18,3
2,38,10,42,31
13,24,44,16,46
0,5,2,22,19
29,10,18,19,47
44,13,4,40,5
10,28,25,44,34
13,20,8,29,0
42,14,5,28,37
42,31,16,27,40
35,38,25,11,6
26,33,24,13,11
15,24,3,12,40
40,12,19,6,35
29,37,30,28,23
26,21,32,49,2
17,12,41,9,37
29,48,18,11,17
3,28,14,29,21
46,26,33,25,43
3,13,18,16,5
6,39,30,2,35
12,26,5,8,41
6,20,0,25,1
41,12,40,42,34
25,8,35,27,40
14,24,11,13,4
10,29,2,13,31
43,19,26,47,48
21,36,10,32,0
17,44,14,40,27
49,39,35,31,19
41,9,12,8,22
32,41,18,33,24
