40,29,5,34,42
22,7,1,43,12
49,28,12,29,1
3,17,5,22,32
5,20,25,34,14
41,8,15,39,2
35,38,19,46,45
45,6,46,25,20
1,29,14,15,10
2,49,40,1,37
37,45,6,47,43
31,11,40,37,34
31,17,34,14,40
49,4,35,47,15
26,22,18,21,48
5,33,3,17,8
34,2,47,29,12
36,25,29,17,6
12,22,9,42,38
45,33,21,40,5
22,41,2,32,39
18,49,6,3,31
49,46,8,40,6
47,31,7,41,20
5,12,31,4,6
2,47,6,31,36
32,1,14,35,15
40,33,29,41,42
38,36,10,4,49
3,25,15,8,7
28,8,48,39,33
19,28,18,3,9
11,26,31,20,25
43,47,0,45,33
3,8,9,34,4
29,35,1,16,33
40,32,15,4,37
22,33,40,42,34
37,13,1,34,39
19,31,38,5,6
18,26,10,7,45
9,46,28,1,40
29,49,34,8,3
8,36,39,42,20
28,33,39,45,15
4,7,48,49,36
26,8,37,3,10
28,32,20,48,34
3,45,0,37,20
1,13,38,6,31
6,38,45,14,28
40,11,16,5,13
48,28,0,49,15
26,43,21,13,0
42,1,11,3,19
47,45,39,36,32
5,9,0,12,26
40,13,5,15,1
18,28,43,41,10
22,17,16,46,15
42,29,9,39,33
12,17,36,1,25
47,16,18,7,15
47,10,1,31,9
13,7,11,37,1
29,14,45,20,47
4,10,47,32,25
38,0,17,1,33
48,16,1,10,33
42,15,10,22,47
17,15,11,29,12
47,42,46,8,5
25,49,38,1,8
20,26,35,25,46
43,30,44,15,36
23,44,24,27,30
45,44,39,24,23
44,27,25,31,24
0,23,27,15,30
30,24,32,23,25
13,24,44,37,27
2,4,31,24,30
24,30,41,10,39
23,2,13,44,11
30,44,12,27,11
30,44,24,35,23
34,30,24,29,44
23,14,2,39,44
44,27,38,23,8
24,49,44,7,23
24,30,27,47,13
24,36,30,11,27
37,44,27,30,34
24,34,27,2,21
28,44,32,6,27
4,23,44,27,31
27,24,23,44,30
24,44,27,3,23
24,30,23,27,44
24,31,17,0,27
30,24,31,29,44
29,44,27,23,10
28,23,8,30,24
30,25,27,13,24
41,23,24,44,30
23,28,24,27,20
44,23,22,30,24
12,23,0,43,25
10,6,4,26,7
24,1,23,27,44
44,24,9,30,41
30,18,23,42,24
42,10,27,22,28
19,27,35,10,15
30,23,15,27,10
44,30,10,6,23
24,23,47,30,36
28,30,24,27,44
30,18,3,6,21
44,27,24,18,31
38,24,3,49,47
24,21,33,27,23
3,24,16,12,23
27,45,7,32,10
17,27,4,24,5
23,24,44,30,49
23,24,34,45,40
19,24,46,33,27
4,44,23,27,41
24,46,7,44,23
21,33,41,16,47
19,24,31,27,3
34,27,16,24,32
25,20,30,44,27
46,24,44,30,9
16,34,46,32,23
6,44,20,24,11
24,27,43,37,17
24,31,30,40,9
23,24,44,47,30
23,27,30,41,28
44,19,30,23,24
30,42,23,24,27
44,24,23,49,12
30,1,42,24,10
5,27,44,41,37
30,27,44,24,23
44,6,23,15,28
43,27,23,2,30
13,24,30,27,33
15,30,23,44,24
49,47,13,31,30
45,8,25,41,21
48,13,30,45,44
23,47,22,18,42
23,44,38,24,27
38,32,44,30,23
12,28,24,23,30
14,16,15,5,22
27,0,13,15,23
24,30,44,23,27
23,24,27,17,44
44,24,27,35,19
27,24,1,12,30
24,27,22,30,3
44,23,20,6,19
8,27,24,36,23
27,10,18,24,23
44,30,41,38,10
44,24,23,6,4
24,44,30,23,43
24,30,27,36,49
23,42,30,17,27
30,27,24,23,46
24,49,9,35,44
30,20,29,24,46
2,22,4,31,44
44,4,30,29,2
12,23,44,7,37
23,47,38,30,27
27,44,31,37,48
44,27,8,18,47
36,23,7,44,48
23,27,24,30,5
27,35,23,45,8
21,3,28,30,23
27,23,3,44,29
24,3,26,23,44
23,24,44,30,48
27,24,22,11,30
30,23,6,44,27
3,44,14,33,27
4,24,30,25,44
41,4,27,19,3
44,46,23,24,34
2,30,39,27,7
23,27,6,30,43
44,38,24,32,30
24,27,4,23,35
27,44,38,30,19
