48,40,0,10,8
46,7,30,43,44
32,42,18,7,10
39,30,26,36,20
32,31,49,28,39
48,5,26,20,2
25,34,37,10,39
39,13,2,10,16
31,40,2,8,41
0,7,48,46,31
35,12,0,16,48
8,7,12,48,16
20,34,44,15,0
6,8,7,25,28
14,46,33,17,27
18,2,40,3,4
46,17,2,48,33
26,43,24,49,19
37,5,46,23,48
4,39,43,27,30
20,4,41,46,17
44,18,13,22,40
39,43,31,44,12
26,33,16,28,42
22,30,3,13,36
48,38,28,18,39
37,4,38,20,0
15,13,5,20,49
25,28,24,14,12
34,35,39,26,37
12,2,27,35,5
2,17,19,4,9
12,10,13,14,30
32,22,38,25,2
24,17,18,49,23
13,15,41,8,45
15,37,3,25,19
5,45,34,16,31
45,28,19,40,42
39,24,3,49,46
13,36,37,38,48
18,46,42,38,28
23,13,14,24,6
9,2,16,0,33
30,5,36,27,46
45,34,41,2,9
0,30,49,26,27
0,27,46,48,20
45,13,10,12,14
37,45,17,32,15
10,13,31,16,33
33,22,16,6,0
30,15,19,44,39
36,9,8,14,7
24,30,42,10,41
19,2,7,48,14
6,37,41,12,30
5,22,36,38,3
39,18,34,44,43
9,27,46,49,10
38,42,32,4,7
14,7,28,49,45
6,22,41,23,46
10,28,2,18,22
8,26,33,44,6
20,45,4,44,19
36,13,27,0,12
20,37,4,45,5
49,45,10,28,40
39,37,36,15,40
49,4,7,0,9
14,23,48,16,24
3,36,9,45,23
35,34,28,30,12
10,47,21,31,11
11,29,47,21,36
43,21,29,1,32
21,31,11,20,29
32,1,10,25,21
45,21,1,38,42
21,28,19,29,11
11,21,38,30,22
11,29,1,46,19
16,29,2,47,21
1,26,29,11,35
28,42,29,1,16
29,7,1,47,11
1,21,36,11,29
29,15,19,11,47
1,7,41,11,9
21,11,14,47,16
40,29,47,20,41
29,37,1,21,27
29,21,1,49,47
49,11,47,29,45
24,11,47,2,29
29,21,26,13,23
20,29,25,1,17
29,21,47,18,11
47,1,11,46,14
47,11,1,8,21
30,8,13,1,47
1,6,29,21,14
11,39,47,1,7
21,30,7,11,47
37,11,6,1,47
11,17,49,45,22
21,11,37,1,47
21,37,1,41,19
28,11,21,7,29
17,30,47,37,21
39,1,29,21,0
42,41,11,36,15
11,4,47,23,21
29,21,1,11,33
1,32,39,11,44
46,47,18,29,21
24,29,12,21,8
1,21,29,40,16
43,49,25,28,24
2,47,39,1,37
1,45,18,11,4
47,40,29,7,21
21,11,1,47,44
47,1,10,37,21
21,39,1,47,14
11,23,44,21,12
11,49,20,21,14
1,0,11,47,29
9,21,5,1,37
14,40,11,1,35
19,1,37,11,20
34,1,29,14,47
29,11,3,39,34
1,29,41,13,36
20,19,11,21,29
12,17,21,1,10
47,21,6,46,18
16,21,24,1,29
29,1,30,21,44
47,45,46,1,34
1,20,25,47,14
34,21,29,14,11
8,21,29,11,10
3,11,0,29,21
11,33,28,27,1
21,6,11,38,24
29,11,13,37,48
21,47,37,29,11
37,1,29,21,11
49,12,43,3,21
21,47,29,19,11
11,3,49,47,21
29,1,5,21,28
11,29,21,47,1
33,11,29,20,25
11,35,21,47,45
27,11,4,28,47
25,47,1,11,29
11,32,47,29,21
1,21,11,47,29
47,1,7,3,31
2,1,29,42,11
21,9,1,27,30
1,11,29,20,34
39,17,21,10,31
42,0,24,28,40
16,4,1,36,11
47,29,11,21,42
21,11,1,40,47
1,21,11,29,43
20,27,29,47,1
11,1,47,35,29
41,21,35,11,29
21,47,1,11,29
47,21,6,1,42
29,12,21,11,47
21,29,1,31,5
21,29,1,11,16
29,47,21,14,1
29,8,21,11,46
48,11,47,29,8
11,30,17,43,13
47,13,29,1,21
41,49,11,1,47
15,7,11,26,47
26,30,47,35,1
11,21,48,6,29
47,11,1,28,16
24,47,1,29,45
29,21,8,30,27
6,32,28,11,25
21,28,1,41,5
44,11,21,47,1
19,11,1,4,28
42,47,1,3,11
1,47,29,11,21
22,3,11,21,14
1,11,36,21,47
11,1,47,39,40
